cdm_name,omop_table,in_observation,variable_name,variable_level,time_interval,count,percentage,median,interval,name_observation_period,study_period_end,study_period_start,type
DataLoch Lothian,measurement,overall,Number of records,NA,2012-01-01 to 2012-12-31,23956606,6.04,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,measurement,TRUE,Number of records,NA,2012-01-01 to 2012-12-31,23956606,6.04,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,observation,overall,Number of records,NA,2012-01-01 to 2012-12-31,2968433,6.67,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,observation,TRUE,Number of records,NA,2012-01-01 to 2012-12-31,2968433,6.67,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,death,overall,Number of records,NA,2012-01-01 to 2012-12-31,10240,5.81,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,death,TRUE,Number of records,NA,2012-01-01 to 2012-12-31,10240,5.81,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,drug_era,overall,Number of records,NA,2012-01-01 to 2012-12-31,7095459,6.89,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,drug_era,TRUE,Number of records,NA,2012-01-01 to 2012-12-31,7095459,6.89,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,condition_era,overall,Number of records,NA,2012-01-01 to 2012-12-31,244411,7.75,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,condition_era,TRUE,Number of records,NA,2012-01-01 to 2012-12-31,244411,7.75,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,visit_occurrence,overall,Number of records,NA,2013-01-01 to 2013-12-31,1090093,6.36,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,visit_occurrence,TRUE,Number of records,NA,2013-01-01 to 2013-12-31,1090093,6.36,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,condition_occurrence,overall,Number of records,NA,2013-01-01 to 2013-12-31,241521,7.65,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,condition_occurrence,TRUE,Number of records,NA,2013-01-01 to 2013-12-31,241521,7.65,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,drug_exposure,overall,Number of records,NA,2013-01-01 to 2013-12-31,10072913,5.77,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,drug_exposure,TRUE,Number of records,NA,2013-01-01 to 2013-12-31,10072913,5.77,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,procedure_occurrence,overall,Number of records,NA,2013-01-01 to 2013-12-31,224312,7.54,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,procedure_occurrence,TRUE,Number of records,NA,2013-01-01 to 2013-12-31,224312,7.54,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,measurement,overall,Number of records,NA,2013-01-01 to 2013-12-31,25037091,6.31,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,measurement,TRUE,Number of records,NA,2013-01-01 to 2013-12-31,25037091,6.31,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,observation,overall,Number of records,NA,2013-01-01 to 2013-12-31,3060980,6.88,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,observation,TRUE,Number of records,NA,2013-01-01 to 2013-12-31,3060980,6.88,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,death,overall,Number of records,NA,2013-01-01 to 2013-12-31,10428,5.92,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,death,TRUE,Number of records,NA,2013-01-01 to 2013-12-31,10428,5.92,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,drug_era,overall,Number of records,NA,2013-01-01 to 2013-12-31,6729039,6.54,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,drug_era,TRUE,Number of records,NA,2013-01-01 to 2013-12-31,6729039,6.54,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,condition_era,overall,Number of records,NA,2013-01-01 to 2013-12-31,241457,7.65,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,condition_era,TRUE,Number of records,NA,2013-01-01 to 2013-12-31,241457,7.65,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,visit_occurrence,overall,Number of records,NA,2014-01-01 to 2014-12-31,1134593,6.62,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,visit_occurrence,TRUE,Number of records,NA,2014-01-01 to 2014-12-31,1134593,6.62,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,condition_occurrence,overall,Number of records,NA,2014-01-01 to 2014-12-31,242375,7.68,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,condition_occurrence,TRUE,Number of records,NA,2014-01-01 to 2014-12-31,242375,7.68,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,drug_exposure,overall,Number of records,NA,2014-01-01 to 2014-12-31,10435335,5.98,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,drug_exposure,TRUE,Number of records,NA,2014-01-01 to 2014-12-31,10435335,5.98,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,procedure_occurrence,overall,Number of records,NA,2014-01-01 to 2014-12-31,231743,7.79,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,procedure_occurrence,TRUE,Number of records,NA,2014-01-01 to 2014-12-31,231743,7.79,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,measurement,overall,Number of records,NA,2014-01-01 to 2014-12-31,25481617,6.42,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,measurement,TRUE,Number of records,NA,2014-01-01 to 2014-12-31,25481617,6.42,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,observation,overall,Number of records,NA,2014-01-01 to 2014-12-31,3110089,6.99,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,observation,TRUE,Number of records,NA,2014-01-01 to 2014-12-31,3110089,6.99,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,death,overall,Number of records,NA,2014-01-01 to 2014-12-31,10688,6.07,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,death,TRUE,Number of records,NA,2014-01-01 to 2014-12-31,10688,6.07,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,drug_era,overall,Number of records,NA,2014-01-01 to 2014-12-31,6867076,6.67,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,drug_era,TRUE,Number of records,NA,2014-01-01 to 2014-12-31,6867076,6.67,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,condition_era,overall,Number of records,NA,2014-01-01 to 2014-12-31,242319,7.68,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,condition_era,TRUE,Number of records,NA,2014-01-01 to 2014-12-31,242319,7.68,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,visit_occurrence,overall,Number of records,NA,2015-01-01 to 2015-12-31,1180683,6.89,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,visit_occurrence,TRUE,Number of records,NA,2015-01-01 to 2015-12-31,1180683,6.89,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,condition_occurrence,overall,Number of records,NA,2015-01-01 to 2015-12-31,237890,7.54,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,condition_occurrence,TRUE,Number of records,NA,2015-01-01 to 2015-12-31,237890,7.54,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,drug_exposure,overall,Number of records,NA,2015-01-01 to 2015-12-31,10607164,6.08,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,drug_exposure,TRUE,Number of records,NA,2015-01-01 to 2015-12-31,10607164,6.08,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,procedure_occurrence,overall,Number of records,NA,2015-01-01 to 2015-12-31,235760,7.93,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,procedure_occurrence,TRUE,Number of records,NA,2015-01-01 to 2015-12-31,235760,7.93,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,measurement,overall,Number of records,NA,2015-01-01 to 2015-12-31,25888335,6.53,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,measurement,TRUE,Number of records,NA,2015-01-01 to 2015-12-31,25888335,6.53,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,observation,overall,Number of records,NA,2015-01-01 to 2015-12-31,3120928,7.01,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,observation,TRUE,Number of records,NA,2015-01-01 to 2015-12-31,3120928,7.01,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,death,overall,Number of records,NA,2015-01-01 to 2015-12-31,11393,6.47,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,death,TRUE,Number of records,NA,2015-01-01 to 2015-12-31,11393,6.47,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,drug_era,overall,Number of records,NA,2015-01-01 to 2015-12-31,6932819,6.73,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,drug_era,TRUE,Number of records,NA,2015-01-01 to 2015-12-31,6932819,6.73,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,condition_era,overall,Number of records,NA,2015-01-01 to 2015-12-31,237827,7.54,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,condition_era,TRUE,Number of records,NA,2015-01-01 to 2015-12-31,237827,7.54,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,visit_occurrence,overall,Number of records,NA,2016-01-01 to 2016-12-31,1174956,6.86,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,visit_occurrence,TRUE,Number of records,NA,2016-01-01 to 2016-12-31,1174956,6.86,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,condition_occurrence,overall,Number of records,NA,2016-01-01 to 2016-12-31,231893,7.35,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,condition_occurrence,TRUE,Number of records,NA,2016-01-01 to 2016-12-31,231893,7.35,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,drug_exposure,overall,Number of records,NA,2016-01-01 to 2016-12-31,10771072,6.17,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,drug_exposure,TRUE,Number of records,NA,2016-01-01 to 2016-12-31,10771072,6.17,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,procedure_occurrence,overall,Number of records,NA,2016-01-01 to 2016-12-31,226120,7.6,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,procedure_occurrence,TRUE,Number of records,NA,2016-01-01 to 2016-12-31,226120,7.6,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,measurement,overall,Number of records,NA,2016-01-01 to 2016-12-31,25977184,6.55,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,measurement,TRUE,Number of records,NA,2016-01-01 to 2016-12-31,25977184,6.55,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,observation,overall,Number of records,NA,2016-01-01 to 2016-12-31,3041534,6.83,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,observation,TRUE,Number of records,NA,2016-01-01 to 2016-12-31,3041534,6.83,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,death,overall,Number of records,NA,2016-01-01 to 2016-12-31,11594,6.58,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,death,TRUE,Number of records,NA,2016-01-01 to 2016-12-31,11594,6.58,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,drug_era,overall,Number of records,NA,2016-01-01 to 2016-12-31,7581169,7.36,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,drug_era,TRUE,Number of records,NA,2016-01-01 to 2016-12-31,7581169,7.36,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,condition_era,overall,Number of records,NA,2016-01-01 to 2016-12-31,231841,7.35,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,condition_era,TRUE,Number of records,NA,2016-01-01 to 2016-12-31,231841,7.35,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,visit_occurrence,overall,Number of records,NA,2017-01-01 to 2017-12-31,1173467,6.85,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,visit_occurrence,TRUE,Number of records,NA,2017-01-01 to 2017-12-31,1173467,6.85,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,condition_occurrence,overall,Number of records,NA,2017-01-01 to 2017-12-31,234787,7.44,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,condition_occurrence,TRUE,Number of records,NA,2017-01-01 to 2017-12-31,234787,7.44,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,drug_exposure,overall,Number of records,NA,2017-01-01 to 2017-12-31,10741271,6.16,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,drug_exposure,TRUE,Number of records,NA,2017-01-01 to 2017-12-31,10741271,6.16,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,procedure_occurrence,overall,Number of records,NA,2017-01-01 to 2017-12-31,229082,7.7,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,procedure_occurrence,TRUE,Number of records,NA,2017-01-01 to 2017-12-31,229082,7.7,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,measurement,overall,Number of records,NA,2017-01-01 to 2017-12-31,26832815,6.76,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,measurement,TRUE,Number of records,NA,2017-01-01 to 2017-12-31,26832815,6.76,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,observation,overall,Number of records,NA,2017-01-01 to 2017-12-31,2992178,6.72,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,observation,TRUE,Number of records,NA,2017-01-01 to 2017-12-31,2992178,6.72,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,death,overall,Number of records,NA,2017-01-01 to 2017-12-31,12135,6.89,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,death,TRUE,Number of records,NA,2017-01-01 to 2017-12-31,12135,6.89,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,drug_era,overall,Number of records,NA,2017-01-01 to 2017-12-31,6908287,6.71,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,drug_era,TRUE,Number of records,NA,2017-01-01 to 2017-12-31,6908287,6.71,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,condition_era,overall,Number of records,NA,2017-01-01 to 2017-12-31,234739,7.44,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,condition_era,TRUE,Number of records,NA,2017-01-01 to 2017-12-31,234739,7.44,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,visit_occurrence,overall,Number of records,NA,2018-01-01 to 2018-12-31,1171024,6.83,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,visit_occurrence,TRUE,Number of records,NA,2018-01-01 to 2018-12-31,1171024,6.83,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,condition_occurrence,overall,Number of records,NA,2018-01-01 to 2018-12-31,229316,7.27,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,condition_occurrence,TRUE,Number of records,NA,2018-01-01 to 2018-12-31,229316,7.27,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,drug_exposure,overall,Number of records,NA,2018-01-01 to 2018-12-31,10719570,6.14,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,drug_exposure,TRUE,Number of records,NA,2018-01-01 to 2018-12-31,10719570,6.14,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,procedure_occurrence,overall,Number of records,NA,2018-01-01 to 2018-12-31,229066,7.7,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,procedure_occurrence,TRUE,Number of records,NA,2018-01-01 to 2018-12-31,229066,7.7,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,measurement,overall,Number of records,NA,2018-01-01 to 2018-12-31,27426029,6.91,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,measurement,TRUE,Number of records,NA,2018-01-01 to 2018-12-31,27426029,6.91,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,observation,overall,Number of records,NA,2018-01-01 to 2018-12-31,2975661,6.69,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,observation,TRUE,Number of records,NA,2018-01-01 to 2018-12-31,2975661,6.69,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,death,overall,Number of records,NA,2018-01-01 to 2018-12-31,12301,6.98,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,death,TRUE,Number of records,NA,2018-01-01 to 2018-12-31,12301,6.98,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,drug_era,overall,Number of records,NA,2018-01-01 to 2018-12-31,6861491,6.66,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,drug_era,TRUE,Number of records,NA,2018-01-01 to 2018-12-31,6861491,6.66,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,condition_era,overall,Number of records,NA,2018-01-01 to 2018-12-31,229259,7.27,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,condition_era,TRUE,Number of records,NA,2018-01-01 to 2018-12-31,229259,7.27,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,visit_occurrence,overall,Number of records,NA,2019-01-01 to 2019-12-31,1184645,6.91,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,visit_occurrence,TRUE,Number of records,NA,2019-01-01 to 2019-12-31,1184645,6.91,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,condition_occurrence,overall,Number of records,NA,2019-01-01 to 2019-12-31,240501,7.62,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,condition_occurrence,TRUE,Number of records,NA,2019-01-01 to 2019-12-31,240501,7.62,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,drug_exposure,overall,Number of records,NA,2019-01-01 to 2019-12-31,10856176,6.22,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,drug_exposure,TRUE,Number of records,NA,2019-01-01 to 2019-12-31,10856176,6.22,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,procedure_occurrence,overall,Number of records,NA,2019-01-01 to 2019-12-31,229807,7.73,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,procedure_occurrence,TRUE,Number of records,NA,2019-01-01 to 2019-12-31,229807,7.73,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,measurement,overall,Number of records,NA,2019-01-01 to 2019-12-31,27648985,6.97,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,measurement,TRUE,Number of records,NA,2019-01-01 to 2019-12-31,27648985,6.97,NA,years,NA,2026-02-27,2012-01-01,event
DataLoch Lothian,observation,overall,Number of records,NA,2019-01-01 to 2019-12-31,3015870,6.78,NA,years,NA,2026-02-27,2012-01-01,event
